구,lat,lng
강남구,37.5207695,127.0245651
강남구,37.46997231,127.0910208
강남구,37.47054284,127.1137731
강남구,37.47153836,127.096582
강남구,37.4964968,127.0320274
강남구,37.46971323,127.1130164
강남구,37.47586067,127.1134903
강남구,37.47882622,127.0516625
강남구,37.50090187,127.0296764
강남구,37.47176041,127.0881053
강남구,37.47375667,127.104168
강남구,37.48894236,127.0666071
강남구,37.63655985,127.0695917
강남구,37.51727791,127.0371879
강남구,37.51386514,127.0293218
강남구,37.49411388,127.0828722
강남구,37.49324594,127.0567758
강남구,37.49879449,127.066997
강남구,37.48070634,127.0896793
강남구,37.48372309,127.0464069
강남구,37.4883101,127.0388803
강남구,37.51146572,127.0353539
강남구,37.47504703,127.1076438
강남구,37.46575726,127.1012262
강남구,37.50230515,127.0641886
강남구,37.54226709,127.1320966
강남구,37.5482277,127.1353175
강남구,37.47222456,127.0906848
강남구,37.5203668,127.0478323
강남구,37.51435272,127.0626058
강남구,37.49034493,127.0895905
강남구,37.51368143,127.0468374
강남구,37.48308019,127.063867
강남구,37.4690517,127.1069139
강남구,37.4640671,127.0984192
강남구,37.4600486,127.0993931
강남구,37.46103847,127.1027375
강남구,37.48890342,127.1049909
강남구,37.52397487,127.0227972
강남구,37.49470924,127.0404834
강남구,37.53061779,127.0306528
강남구,37.49588839,127.046474
강남구,37.49537399,127.0332844
강남구,37.4840224,127.0844597
강남구,37.49132099,127.0883142
강남구,37.46574983,127.1030362
강남구,37.49184926,127.0880233
강남구,37.48337783,127.0864821
강남구,37.51909941,127.0464411
강남구,37.49973075,127.0578497
강남구,37.52509298,127.0492914
강남구,37.51814355,127.0349803
강남구,37.5185487,127.0485138
강남구,37.4662566,127.0923733
강남구,37.5232559,127.0293329
강남구,37.4924322,127.0728459
강남구,37.4792226,127.045865
강남구,37.50188824,127.0392423
강남구,37.52079171,127.0337358
강남구,37.51035608,127.0610231
강남구,37.51522231,127.0628405
강남구,37.50008222,127.0329376
강남구,37.50230515,127.0641886
강남구,37.4724452,127.0958153
강동구,37.52604274,127.1328841
강동구,37.56504077,127.1739073
강동구,37.53178679,127.1481604
강동구,37.53283244,127.1333354
강동구,37.55283455,127.1333221
강동구,37.54052333,127.1340816
강동구,37.54394314,127.1255359
강동구,37.53615563,127.135336
강동구,37.54573146,127.1412226
강동구,37.56787986,127.1726055
강동구,37.5636621,127.1760796
강동구,37.55058375,127.1683004
강동구,37.55327315,127.176167
강동구,37.53047266,127.1224554
강동구,37.56474145,127.1624637
강동구,37.56262355,127.1384359
강동구,37.55042474,127.1397249
강동구,37.55909271,127.1522758
강동구,37.56446543,127.1615646
강동구,37.54313195,127.1448914
강동구,37.55462967,127.1490347
강동구,37.56527657,127.178359
강동구,37.5583596,127.151086
강동구,37.55639905,127.1401469
강동구,37.5578016,127.1764168
강동구,37.54691053,127.1462765
강동구,37.53465461,127.1426205
강동구,37.54225826,127.143603
강동구,37.56068991,127.1553954
강동구,37.54004014,127.129784
강동구,37.53298108,127.1376534
강동구,37.56082582,127.1710307
강동구,37.53815107,127.1434874
강동구,37.55930391,127.1579066
강동구,37.56400935,127.1333801
강동구,37.53081531,127.1228364
강동구,37.57900841,127.1719981
강동구,37.53131068,127.1497915
강동구,37.57228621,127.1751792
강동구,37.53242851,127.1295401
강동구,37.53594221,127.1336623
강동구,37.52925099,127.1429858
강동구,37.55469166,127.1516834
강동구,37.53254805,127.1293749
강동구,37.53245682,127.1292287
강동구,37.53921083,127.1388733
강동구,37.55236421,127.1357035
강동구,37.54752943,127.1371075
강동구,37.53097878,127.1496891
강동구,37.5510679,127.1670404
강동구,37.5516504,127.1250445
강동구,37.55930269,127.1516827
강동구,37.56665973,127.1384372
강동구,37.55044679,127.1398729
강동구,37.562735,127.1799929
강동구,37.53603547,127.1501482
강동구,37.53397665,127.1252752
강북구,37.6299922,127.0216208
강북구,37.6251151,127.0360795
강북구,37.63681136,127.0159405
강북구,37.62307414,127.0215511
강북구,37.6184596,127.0194136
강북구,37.63915539,127.0108963
강북구,37.61237679,127.0233397
강북구,37.6408896,127.0175027
강북구,37.6133967,127.0222809
강북구,37.62293571,127.0185412
강북구,37.62108093,127.0126346
강북구,37.62763284,127.0402563
강북구,37.64383521,127.0110662
강북구,37.63251143,127.0283215
강북구,37.62709228,127.0269757
강북구,37.61639737,127.0190458
강북구,37.63789129,127.0288472
강북구,37.63247391,127.0385158
강북구,37.62579675,127.0465047
강북구,37.62960188,127.0387461
강북구,37.61616064,127.0173591
강북구,37.64190283,127.0211966
강북구,37.64320846,127.0023678
강북구,37.62882534,127.0158277
강북구,37.61784278,127.035569
강북구,37.63005002,127.0175582
강북구,37.63005002,127.0175582
강북구,37.62734029,127.0183669
강북구,37.61836537,127.0324154
강북구,37.62047806,127.0124026
강북구,37.61612193,127.0337807
강북구,37.61831389,127.0299377
강북구,37.61829732,127.0238508
강북구,37.61249095,127.0250974
강북구,37.61906174,127.0228658
강북구,37.63005002,127.0175582
강북구,37.64464425,127.0198896
강북구,37.63872001,127.0231503
강북구,37.63155713,127.0224509
강북구,37.63005002,127.0175582
강북구,37.62289462,127.0231387
강북구,37.6229751,127.0280148
강북구,37.6166993,127.0336376
강북구,37.61540201,127.0262384
강북구,37.62744406,127.0465354
강북구,37.66370709,127.0123551
강북구,37.64148693,127.0105968
강북구,37.61693604,127.0346097
강북구,37.62946981,127.0197854
강북구,37.6310508,127.0187333
강북구,37.64178968,127.0123048
강북구,37.64184914,127.0168699
강북구,37.62719884,127.0408086
강북구,37.62941282,127.0226664
강북구,37.61282768,127.0214348
강북구,37.62391618,127.0172388
강북구,37.6380173,127.0290972
강서구,37.56230034,126.8191692
강서구,37.5482976,126.8678862
강서구,37.5635654,126.8525312
강서구,37.55982697,126.8627765
강서구,37.55994851,126.8655346
강서구,37.53468572,126.8608018
강서구,37.55889349,126.8302728
강서구,37.52905938,126.8488976
강서구,37.55007327,126.8522095
강서구,37.57915455,126.8138354
영등포구,37.49922683,126.9064072
강서구,37.56853219,126.8197185
구로구,37.48170609,126.8206977
강서구,37.55941384,126.8208126
강서구,37.56912773,126.820556
강서구,37.57034125,126.8170501
강서구,37.57871971,126.8136582
강서구,37.54733669,126.8733189
강서구,37.57132885,126.8393354
강서구,37.55930889,126.8225324
강서구,37.59002188,126.8041536
강서구,37.53050717,126.8415913
강서구,37.56485283,126.8216804
강서구,37.5561197,126.8618507
강서구,37.55744761,126.8247026
강서구,37.55749787,126.8431987
강서구,37.5689636,126.8255406
강서구,37.56856045,126.8189022
강서구,37.56109265,126.8605614
강서구,37.54265831,126.8625031
강서구,37.5396417,126.8404796
강서구,37.56245409,126.8423739
강서구,37.54332407,126.8620737
강서구,37.5517845,126.8530048
강서구,37.5579368,126.8469821
강서구,37.57196293,126.815772
강서구,37.56584834,126.8175009
강서구,37.5503824,126.8750658
강서구,37.53177397,126.8455239
강서구,37.57871971,126.8136582
강서구,37.53269878,126.8483319
강서구,37.53468572,126.8608018
강서구,37.55216553,126.8270329
강서구,37.55337187,126.8604179
강서구,37.55583112,126.8589109
강서구,37.5479003,126.8599262
강서구,37.53801623,126.8385166
강서구,37.56355592,126.814849
강서구,37.55411388,126.8255181
강서구,37.55377439,126.8709675
강서구,37.54918164,126.8395323
강서구,37.572344,126.8380573
강서구,37.55181465,126.8500752
강서구,37.54766948,126.8740357
강서구,37.59959068,126.9145269
강서구,37.57174834,126.8232974
강서구,37.52925099,127.1429858
강서구,37.53182784,126.8544885
강서구,37.55614907,126.8185107
강서구,37.54828757,126.8418355
강서구,37.5352355,126.8370888
강서구,37.56985973,126.8248177
강서구,37.5465825,126.8242049
강서구,37.55626806,126.8170781
강서구,37.54680952,126.8316262
강서구,37.5618605,126.8568081
강서구,37.59763325,126.7988721
강서구,37.55312086,126.8331803
강서구,37.56519009,126.8221487
강서구,37.54114762,126.8485095
강서구,37.54404753,126.8476629
강서구,37.55888732,126.8479185
강서구,37.54467538,126.835182
강서구,37.54902225,126.8344231
강서구,37.55690585,126.8178733
강서구,37.57915455,126.8138354
강서구,37.57364524,126.8185226
강서구,37.5673976,126.8512711
강서구,37.54680952,126.8316262
강서구,37.58396156,126.8118064
강서구,37.5385771,126.8354767
관악구,37.4837085,126.9196097
관악구,37.47681645,126.919935
관악구,37.46759816,126.9448714
관악구,37.48225902,126.9621511
관악구,37.4487334,126.954225
관악구,37.4780063,126.9442643
관악구,37.4862426,126.9596701
관악구,37.4642348,126.9234343
관악구,37.46759816,126.9448714
관악구,37.48449792,126.9539886
관악구,37.48240591,126.9223876
관악구,37.47194333,126.9595864
관악구,37.47629474,126.9583866
관악구,37.47102459,126.9216436
관악구,37.46277952,126.9173014
서대문구,37.57369345,126.9221953
관악구,37.46152156,126.9187981
관악구,37.47455503,126.9778721
관악구,37.47059713,126.9369585
관악구,37.4810201,126.9298756
관악구,37.48262033,126.9306346
관악구,37.47617969,126.9155546
관악구,37.48131348,126.949349
관악구,37.48722136,126.9566372
관악구,37.48817959,126.9327805
관악구,37.49066216,126.9442455
관악구,37.46298416,126.9183698
관악구,37.47010823,126.9329623
관악구,37.46412118,126.931828
관악구,37.6102844,127.0152428
관악구,37.4487334,126.954225
관악구,37.47977219,126.9313766
관악구,37.48731057,126.956182
관악구,37.4895301,126.9481593
관악구,37.458872,126.9466781
관악구,37.48216353,126.9120754
관악구,37.48740071,126.9271173
관악구,37.47943594,126.9098975
관악구,37.48595212,126.9191023
관악구,37.48157793,126.9273363
관악구,37.4830195,126.9389777
관악구,37.4771849,126.9555524
관악구,37.47846743,126.9511318
관악구,37.4826559,126.9091717
관악구,37.48270145,126.9113792
관악구,37.4706759,126.9645708
관악구,37.48530503,126.9424097
관악구,37.48690437,126.9415636
관악구,37.4793054,126.9450919
관악구,37.479022,126.9417378
관악구,37.47509832,126.9653238
관악구,37.48256322,126.9077952
관악구,37.48419247,126.949751
관악구,37.4755524,126.9677028
관악구,37.47306768,126.9603155
관악구,37.47998681,126.9586067
관악구,37.47911357,126.9416385
관악구,37.49184879,126.9586286
관악구,37.47508155,126.9685132
관악구,37.4876406,126.9562654
관악구,37.47166951,126.9652754
관악구,37.48064099,126.9570298
광진구,37.55821672,127.1137041
광진구,37.54476697,127.1015203
광진구,37.55067985,127.1102945
광진구,37.54241324,127.0856773
광진구,37.54723979,127.0899234
광진구,37.53799119,127.0919832
광진구,37.56508561,127.0857768
광진구,37.5501,127.067457
광진구,37.55729618,127.0746256
광진구,37.55376088,127.0805523
광진구,37.54141413,127.089731
광진구,37.55392748,127.0940536
광진구,37.5475803,127.1034371
광진구,37.53632573,127.0822566
광진구,37.56515649,127.087356
광진구,37.54661293,127.0920664
광진구,37.546461,127.0666556
광진구,37.55000134,127.098123
광진구,37.55384882,127.094449
광진구,37.5562389,127.0835628
광진구,37.54349454,127.0902226
광진구,37.55419292,127.0893539
광진구,37.55798366,127.0875979
광진구,37.53449755,127.0823948
광진구,37.52880243,127.0843895
광진구,37.53383609,127.0729037
광진구,37.5402635,127.0651096
광진구,37.53899463,127.0694433
광진구,37.5341003,127.0662596
광진구,37.52921552,127.077668
광진구,37.56066679,127.0800515
광진구,37.56027082,127.0814959
광진구,37.56880629,127.0801374
광진구,37.55910106,127.0894338
광진구,37.55696219,127.0909499
광진구,37.55064684,127.0761197
광진구,37.53157833,127.0760941
광진구,37.56213142,127.0883493
광진구,37.54293803,127.0712746
구로구,37.48413635,126.8840475
구로구,37.49083213,126.8565463
구로구,37.4850123,126.8535627
구로구,37.49008228,126.8584998
구로구,37.49674271,126.8559101
구로구,37.50157435,126.8471657
구로구,37.50040227,126.8627869
구로구,37.50669361,126.8586066
구로구,37.50477182,126.8605308
구로구,37.4939123,126.8240528
구로구,37.4956619,126.862255
구로구,37.48598646,126.8506177
구로구,37.49303785,126.8757865
구로구,37.50561451,126.890248
구로구,37.50516431,126.8917412
구로구,37.50010536,126.8893397
구로구,37.48081222,126.8926785
구로구,37.50673545,126.877376
구로구,37.50622215,126.8920012
구로구,37.50531416,126.8928724
구로구,37.49854338,126.8767532
구로구,37.50687303,126.8844852
구로구,37.50692111,126.8456405
구로구,37.48393872,126.8431745
구로구,37.48852245,126.8327814
구로구,37.50770108,126.8784577
구로구,37.4823292,126.8200105
구로구,37.48605558,126.8376898
구로구,37.4884005,126.8913081
구로구,37.50068547,126.888869
구로구,37.48714477,126.8901557
구로구,37.47850742,126.8422493
구로구,37.50799235,126.851155
구로구,37.48753624,126.8542013
구로구,37.49249364,126.8399385
구로구,37.4779004,126.8202586
구로구,37.48080242,126.838595
구로구,37.5083255,126.8778689
구로구,37.50315618,126.8847208
구로구,37.49752104,126.8581477
구로구,37.49224488,126.8218625
구로구,37.4974904,126.8312889
구로구,37.50105375,126.8866578
구로구,37.49467458,126.8834512
구로구,37.47563834,126.8186953
구로구,37.51302996,126.8844957
구로구,37.4909066,126.8200705
구로구,37.49079345,126.858119
구로구,37.49465064,126.8316147
구로구,37.49252844,126.831493
구로구,37.50472904,126.893335
구로구,37.50534626,126.8530515
구로구,37.49867236,126.8911162
구로구,37.49389273,126.8314773
구로구,37.4805522,126.821666
구로구,37.5095225,126.8820009
구로구,37.5106111,126.884698
구로구,37.5076945,126.8785058
구로구,37.5076945,126.8785058
구로구,37.5095202,126.8798584
구로구,37.50518161,126.886385
구로구,37.49603347,126.8217901
구로구,37.48124944,126.8379415
구로구,37.48728188,126.8403986
구로구,37.48605841,126.8946698
구로구,37.5002117,126.8658983
구로구,37.49708019,126.8451579
구로구,37.48868891,126.8393378
구로구,37.4971852,126.8401143
구로구,37.49070017,126.8419819
구로구,37.49249364,126.8399385
구로구,37.49751199,126.8854812
구로구,37.48305321,126.8389147
구로구,37.50274653,126.8464272
구로구,37.49732865,126.8801331
구로구,37.50479396,126.848501
구로구,37.5013536,126.8920189
구로구,37.48454796,126.8392817
구로구,37.55312086,126.8331803
구로구,37.47917844,126.838931
구로구,37.4811855,126.8378564
구로구,37.5027908,126.8472543
구로구,37.49510106,126.891824
구로구,37.49442834,126.8343402
구로구,37.50882112,126.8892779
구로구,37.5110588,126.8805732
구로구,37.5077498,126.8586866
구로구,37.4896618,126.8374837
구로구,37.50273928,126.8912402
구로구,37.48730413,126.889598
구로구,37.50580634,126.8903579
구로구,37.50531416,126.8928724
구로구,37.47957923,126.8416999
구로구,37.48167016,126.8969618
구로구,37.47792787,126.8251303
구로구,37.49637305,126.8585909
구로구,37.47825483,126.821262
구로구,37.48953116,126.8570184
구로구,37.49497315,126.8390654
금천구,37.47349155,126.8921299
금천구,37.45690514,126.8953686
금천구,37.4675797,126.908105
금천구,37.44963042,126.9146113
금천구,37.4487939,126.902601
금천구,37.4392969,126.9035813
금천구,37.46755324,126.9021683
금천구,37.45309891,126.9089166
금천구,37.45898011,126.9061848
금천구,37.45911886,126.8953296
금천구,37.45259527,126.9058063
금천구,37.4535504,126.90325
금천구,37.4631499,126.9034839
금천구,37.45760105,126.8983827
금천구,37.46522963,126.9034349
금천구,37.45455142,126.9037967
금천구,37.46494502,126.8940183
금천구,37.45229932,126.9137506
금천구,37.49700282,126.8822513
금천구,37.49700282,126.8822513
금천구,37.4574952,126.8878808
금천구,37.4696109,126.9057318
금천구,37.46552072,126.8876719
금천구,37.46864681,126.9041046
금천구,37.45239622,126.9083066
금천구,37.47516011,126.9031743
금천구,37.45717241,126.9002906
금천구,37.47995321,126.877008
금천구,37.56665973,127.1384372
노원구,37.65383103,127.0601779
노원구,37.6612804,127.0602571
노원구,37.64056098,127.0725612
노원구,37.62151605,127.0830474
노원구,37.62204715,127.0727749
노원구,37.63067781,127.0972116
노원구,37.64796253,127.0808329
노원구,37.65727748,127.0707067
노원구,37.47176041,127.0881053
노원구,37.62880091,127.0698024
노원구,37.65795038,127.07638
노원구,37.66109973,127.0650094
노원구,37.63251006,127.0507798
노원구,37.45898011,126.9061848
노원구,37.65303481,127.0579938
노원구,37.64285692,127.0590194
노원구,37.66673107,127.0515502
노원구,37.67970594,127.052411
노원구,37.64066081,127.0668657
노원구,37.64528936,127.0825433
노원구,37.64335737,127.1088503
노원구,37.67852767,127.0519406
노원구,37.66944103,127.0504411
노원구,37.67045198,127.0574022
노원구,37.6268348,127.077297
노원구,37.63953995,127.067837
노원구,37.6576376,127.0743701
노원구,37.67291209,127.0832369
노원구,37.63203897,127.0679492
노원구,37.62954507,127.0541685
노원구,37.62863532,127.0561218
노원구,37.62426736,127.0507933
노원구,37.62058345,127.0902071
노원구,37.6364895,127.0695484
노원구,37.64941796,127.0615528
노원구,37.6500505,127.0733726
노원구,37.6587571,127.0779712
노원구,37.65639558,127.0766586
노원구,37.64794584,127.0730389
노원구,37.62648618,127.0718679
노원구,37.63825411,127.072209
노원구,37.6477949,127.0802812
노원구,37.65255189,127.0774784
노원구,37.62128738,127.0833787
노원구,37.63207893,127.0444286
노원구,37.62425459,127.0932832
노원구,37.53097878,127.1496891
노원구,37.6799248,127.054958
노원구,37.64213007,127.0687317
노원구,37.65996921,127.0701066
노원구,37.66140145,127.0661719
노원구,37.62358744,127.0687821
노원구,37.6264442,127.0597204
노원구,37.688162,127.0540801
노원구,37.66451805,127.0638167
노원구,37.66297913,127.0693658
노원구,37.64618165,127.0696625
도봉구,37.6598912,127.0216263
도봉구,37.65288652,127.024228
도봉구,37.64712303,127.0311208
도봉구,37.67869091,127.043413
도봉구,37.66967394,127.0465333
도봉구,37.68080449,127.0501336
도봉구,37.64477544,127.0438644
도봉구,37.65904725,127.0495075
도봉구,37.65243153,127.0276397
도봉구,37.64098867,127.0337486
도봉구,37.66455623,127.0386014
도봉구,37.68298934,127.042872
도봉구,37.67114693,127.0387304
도봉구,37.66422282,127.0406557
도봉구,37.66821414,127.0350517
도봉구,37.64714742,127.0486293
도봉구,37.6810801,127.0426995
도봉구,37.65783602,127.043618
도봉구,37.66431056,127.0374531
도봉구,37.6551793,127.0346582
도봉구,37.64935124,127.0248408
도봉구,37.65253218,127.0127628
도봉구,37.65479887,127.0135521
도봉구,37.66050764,127.0393464
도봉구,37.64803683,127.0260507
도봉구,37.6580908,127.0387456
도봉구,37.64898397,127.0279223
도봉구,37.65645236,127.0283979
도봉구,37.6441856,127.0294746
도봉구,37.68493479,127.0456997
도봉구,37.49470924,127.0404834
도봉구,37.65458079,127.0175122
도봉구,37.65383589,127.0385898
도봉구,37.66666598,127.0321721
도봉구,37.64837505,127.0438261
도봉구,37.64140627,127.0356481
도봉구,37.63809071,127.042922
도봉구,37.65223421,127.0515367
도봉구,37.656334,127.0435868
도봉구,37.6848287,127.0421774
도봉구,37.65168369,127.0135555
도봉구,37.6621577,127.0278303
도봉구,37.66871632,127.0471316
동대문구,37.57925068,127.0390682
동대문구,37.5764963,127.0582646
동대문구,37.5792566,127.0434914
동대문구,37.59377356,127.0507402
동대문구,37.57584143,127.0367896
동대문구,37.50547361,126.9499672
동대문구,37.59215181,127.0444505
동대문구,37.58303561,127.0374529
동대문구,37.59502511,127.0421726
동대문구,37.5718945,127.0709718
동대문구,37.56781524,127.0577193
동대문구,37.59231127,127.0570265
동대문구,37.57598852,127.0644652
동대문구,37.56976707,127.0501026
동대문구,37.57795461,127.0253232
동대문구,37.5940097,127.0583814
동대문구,37.5718176,127.0512713
동대문구,37.56739923,127.0612831
동대문구,37.57319319,127.0503606
동대문구,37.58996904,127.0472892
동대문구,37.57439172,127.0398966
동대문구,37.57650997,127.0761842
동대문구,37.5748906,127.0506612
동대문구,37.5909561,127.0500384
동대문구,37.5784361,127.0605702
동대문구,37.57373229,127.0474291
동대문구,37.580498,127.0711777
동대문구,37.57348736,127.0247655
동대문구,37.57665642,127.0550085
동대문구,37.5781051,127.0567432
동대문구,37.5806066,127.0588096
동대문구,37.577178,127.0294572
동대문구,37.5782218,127.0583844
동대문구,37.5698691,127.0611009
동대문구,37.57611784,127.0303249
동대문구,37.57579709,127.037274
동대문구,37.59781152,127.0654822
동대문구,37.60337376,127.0651022
동대문구,37.59889462,127.0538429
동대문구,37.60224443,127.0687022
동대문구,37.56994226,127.0533098
동대문구,37.56697548,127.0695029
동대문구,37.57847272,127.0705898
동대문구,37.5738492,127.0653412
동대문구,37.5742514,127.051223
동대문구,37.57124544,127.0732012
동대문구,37.57809232,127.0600085
동대문구,37.58312836,127.0378225
동대문구,37.5746242,127.0578432
동대문구,37.5755851,127.0691713
동대문구,37.59553603,127.0461199
동대문구,37.59323032,127.0404397
동대문구,37.59134717,127.0548175
동대문구,37.594202,127.0482889
동대문구,37.59291254,127.0657309
동대문구,37.59012542,127.0685866
동대문구,37.58868538,127.0606088
동작구,37.49543219,126.9405901
동작구,37.49418992,126.9176068
동작구,37.50564647,126.9665712
동작구,37.4991168,126.9294071
동작구,37.4809331,126.9749408
동작구,37.5012919,126.9455533
동작구,37.50412767,126.9457756
동작구,37.51641097,126.9471849
동작구,37.51578562,126.9450252
동작구,37.4969239,126.9188865
동작구,37.4789027,126.9732534
동작구,37.50512326,126.9519663
동작구,37.48168732,126.9787103
동작구,37.50622213,126.9343255
동작구,37.51310982,126.9311477
동작구,37.48837378,126.9775871
동작구,37.50919685,126.9434278
동작구,37.49547288,126.9286026
동작구,37.47900239,126.9737188
동작구,37.4789559,126.9714856
동작구,37.49217125,126.9824604
동작구,37.48871356,126.9792532
동작구,37.48668611,126.9720387
동작구,37.48097418,126.9716328
동작구,37.48566632,126.9669812
동작구,37.48408051,126.9673502
동작구,37.50856136,126.9529989
동작구,37.50679453,126.9504458
동작구,37.49912671,126.9314045
동작구,37.50377461,126.9327064
동작구,37.50177751,126.9540272
동작구,37.50144818,126.9438134
동작구,37.50197734,126.9323629
동작구,37.50946978,126.9516771
동작구,37.50596898,126.9401028
동작구,37.49690683,126.935103
동작구,37.4957269,126.9251117
동작구,37.50552251,126.9331587
동작구,37.50622213,126.9343255
동작구,37.49701112,126.9452223
동작구,37.50387013,126.93848
동작구,37.4975753,126.9498544
동작구,37.4978869,126.9474565
동작구,37.4894807,126.9051387
동작구,37.48938436,126.9072134
동작구,37.50840148,126.9264682
동작구,37.5033678,126.9464664
동작구,37.49217125,126.9824604
동작구,37.48678099,126.9060992
동작구,37.50715267,126.9603489
동작구,37.50828965,126.9371924
동작구,37.50856136,126.9529989
동작구,37.50853305,126.9663286
동작구,37.51179815,126.9278071
동작구,37.51221716,126.9291808
동작구,37.50013243,126.9557248
동작구,37.50632109,126.9426084
동작구,37.50578061,126.9665943
마포구,37.56915355,126.9133007
마포구,37.56915355,126.9133007
마포구,37.55016941,126.9600304
마포구,37.55522747,126.9056816
마포구,37.55450757,126.9010278
마포구,37.54710578,126.9521564
마포구,37.54247829,126.9509232
마포구,37.54223808,126.955496
마포구,37.48168732,126.9787103
마포구,37.54101496,126.9512162
마포구,37.54153106,126.9498753
마포구,37.54725963,126.9255083
마포구,37.54773525,126.9320621
마포구,37.53952992,126.9519197
마포구,37.56379606,126.9082023
마포구,37.58464747,126.8805204
마포구,37.55558837,126.9055913
마포구,37.53952992,126.9519197
마포구,37.57833716,126.8946747
마포구,37.58699214,126.8818297
마포구,37.58275843,126.8820997
마포구,37.5509484,126.9388083
마포구,37.55511048,126.9145897
마포구,37.5543221,126.9242045
마포구,37.55416693,126.9573466
마포구,37.5551119,126.9145906
마포구,37.56861543,126.9089703
마포구,37.56017425,126.9091863
마포구,37.56828229,126.9027732
마포구,37.54715946,126.9351046
